sector_id,patent_id,patent_date,patent_title,patent_num_times_cited_by_us_patents,cpc_subclass_ids,assignee_id,assignee_type,assignee_organization,canonical_company_id,display_name,cpc_group_ids
biotech,12185744,2025-01-07,Development of amyloglucosidase as a medicinal food or dietary supplement,0,A23L|A23V|A61K|A61P|C12N|C12Y,a8967073-66be-4aa7-a6cd-c05e4401b401,2,Baylor College of Medicine,a8967073-66be-4aa7-a6cd-c05e4401b401,Baylor College of Medicine,
biotech,12185747,2025-01-07,Fasting-mimicking diet (FMD) as an intervention for Alzheimer's disease (AD),0,A23L|A61K|A61P|Y02A,29130a2a-3bd7-4dd3-b027-235327e1c7c8,2,University of Southern California,29130a2a-3bd7-4dd3-b027-235327e1c7c8,University of Southern California,
biotech,12185748,2025-01-07,Beaded tobacco material and related method of manufacture,0,A24B|A61K,6e9b09bd-111a-4d14-ace3-48494c137529,3,NICOVENTURES TRADING LIMITED,6e9b09bd-111a-4d14-ace3-48494c137529,NICOVENTURES TRADING LIMITED,
biotech,12185750,2025-01-07,Acyl nornicotines reduce sensory irritation in tobacco and nicotine products,0,A24B|A24F|A61K|A61M|H05B,3a4039fd-4a05-4c1b-ad56-21153528de82,2,Altria Client Services LLC,3a4039fd-4a05-4c1b-ad56-21153528de82,Altria Client Services LLC,
biotech,12185909,2025-01-07,System and method for cleansing segments of a luminal network,0,A61B|A61K|A61M,68d6ba23-aed1-40be-a53e-b27e57c50889,2,Covidien LP,68d6ba23-aed1-40be-a53e-b27e57c50889,Covidien LP,
biotech,12186055,2025-01-07,Quantification and analysis of angiography and perfusion,0,A61B|A61K|G06T|G16H,60cdc61e-8271-4a71-904a-475bdc4c1260,2,Stryker Corporation,60cdc61e-8271-4a71-904a-475bdc4c1260,Stryker Corporation,
biotech,12186071,2025-01-07,Device to measure breath humidity,0,A61B|G01N,9e94e23a-a092-4cb0-ac61-92def0b32028,3,EXHALATION TECHNOLOGY LIMITED,9e94e23a-a092-4cb0-ac61-92def0b32028,EXHALATION TECHNOLOGY LIMITED,
biotech,12186076,2025-01-07,Optical based glucose sensor,0,A61B|A61K,21ccd3d2-04d6-4e23-90c4-b387585785ac,2,"Medtronic, Inc.",21ccd3d2-04d6-4e23-90c4-b387585785ac,"Medtronic, Inc.",
biotech,12186097,2025-01-07,"High-resolution patterning and transferring of functional nanomaterials toward massive production of flexible, conformal, and wearable sensors of many kinds on adhesive tapes",0,A61B|B32B|G01L|G01N,98844244-406e-42d5-8e7e-2d745d025618,2,"IOWA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",98844244-406e-42d5-8e7e-2d745d025618,"IOWA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",
biotech,12186099,2025-01-07,Optoacoustic probe,0,A61B|G01N,ad364c42-df61-4853-b958-841af8901d0b,2,"SENO MEDICAL INSTRUMENTS, INC.",ad364c42-df61-4853-b958-841af8901d0b,"SENO MEDICAL INSTRUMENTS, INC.",
biotech,12186118,2025-01-07,"Apparatus, system and method for radiation based imaging",0,A61B|G01N|G21K,a32c6f23-8aef-44a7-8762-850fdb517c37,3,"SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD.",a32c6f23-8aef-44a7-8762-850fdb517c37,"SHANGHAI UNITED IMAGING HEALTHCARE CO., LTD.",
biotech,12186165,2025-01-07,Optical fibers for optically sensing through wound dressings,0,A61F|A61L|A61M|G01N|G02B,e09c8e1d-b323-4031-b2c5-f99bbe5691bd,3,"T.J.Smith and Nephew, Limited",e09c8e1d-b323-4031-b2c5-f99bbe5691bd,"T.J.Smith and Nephew, Limited",
biotech,12186221,2025-01-07,Blue light photobiomodulation,0,A61F|A61N|B29C|B29L|C12N|G05B|G06T,0b8f8ea2-4bb9-40c8-ab29-29f7c29da14f,3,URGO RECHERCHE INNOVATION ET DEVELOPPEMENT,0b8f8ea2-4bb9-40c8-ab29-29f7c29da14f,URGO RECHERCHE INNOVATION ET DEVELOPPEMENT,
biotech,12186221,2025-01-07,Blue light photobiomodulation,0,A61F|A61N|B29C|B29L|C12N|G05B|G06T,fb533be2-8657-4634-bbe9-b91e18b9fa6a,3,Blue Light Photobiomodulation GDBR,fb533be2-8657-4634-bbe9-b91e18b9fa6a,Blue Light Photobiomodulation GDBR,
biotech,12186234,2025-01-07,Topical ocular delivery methods and devices for use in the same,0,A61F|A61K|A61P,4e3145a7-8750-4ac2-a391-35591f279efd,3,Bausch + Lomb Ireland Limited,4e3145a7-8750-4ac2-a391-35591f279efd,Bausch + Lomb Ireland Limited,
biotech,12186237,2025-01-07,Uveoscleral shunt and methods for implanting same,3,A61F|A61P,1d6d20a0-2f4f-4838-9c3b-65b03e2ff479,2,Glaukos Corporation,1d6d20a0-2f4f-4838-9c3b-65b03e2ff479,Glaukos Corporation,
biotech,12186272,2025-01-07,Oral drug delivery device,0,A61F|A61J|A61K,91c42be0-484b-46f2-b5df-92eb9e546c42,3,"SHANGHAI WD PHARMACEUTICAL CO., LTD",91c42be0-484b-46f2-b5df-92eb9e546c42,"SHANGHAI WD PHARMACEUTICAL CO., LTD",
biotech,12186275,2025-01-07,Enhancing the effect of CAR-engineered T cells by means of nucleic acid vaccination,0,A61K|A61P|C07K|C12N,8bf7a18d-db60-4a8c-9d0f-9bf2bc9697f9,3,BioNTach Ceil & Gene Therapies GmbH and TRON—Translationaie Onkologie an der Universitaismedizin der Johannes Gutenberg-univer,8bf7a18d-db60-4a8c-9d0f-9bf2bc9697f9,BioNTach Ceil & Gene Therapies GmbH and TRON—Translationaie Onkologie an der Universitaismedizin der Johannes Gutenberg-univer,
biotech,12186276,2025-01-07,Peptides and combination of peptides for use in immunotherapy against various cancers,0,A61K|A61P|C07K|C12N|C12Q|C12Y|G01N|G16B,f66bb2c4-7709-45d9-9583-ce7b86c5d44b,3,Immatics Biotechnologies GmbH,f66bb2c4-7709-45d9-9583-ce7b86c5d44b,Immatics Biotechnologies GmbH,
biotech,12186277,2025-01-07,Peptides and combination of peptides for use in immunotherapy against various cancers,0,A61K|A61P|C07K|C12N|C12Q|C12Y|G01N|G16B,f66bb2c4-7709-45d9-9583-ce7b86c5d44b,3,Immatics Biotechnologies GmbH,f66bb2c4-7709-45d9-9583-ce7b86c5d44b,Immatics Biotechnologies GmbH,
biotech,12186278,2025-01-07,Mesothelin chimeric antigen receptor (CAR) and antibody against PD-L1 inhibitor for combined use in anticancer therapy,0,A61K|A61P,970792fb-1079-4ca7-a205-bcdbe5b60275,3,Novartis AG,970792fb-1079-4ca7-a205-bcdbe5b60275,Novartis AG,
biotech,12186278,2025-01-07,Mesothelin chimeric antigen receptor (CAR) and antibody against PD-L1 inhibitor for combined use in anticancer therapy,0,A61K|A61P,7de93246-1123-4ef6-b1c9-4c9b7c6387f7,2,The Trustees of the University of Pennsylvania,7de93246-1123-4ef6-b1c9-4c9b7c6387f7,The Trustees of the University of Pennsylvania,
biotech,12186278,2025-01-07,Mesothelin chimeric antigen receptor (CAR) and antibody against PD-L1 inhibitor for combined use in anticancer therapy,0,A61K|A61P,b81b1e2a-933f-428c-8075-4930bea046c2,2,"DANA-FARBER CANCER INSTITUTE, INC.",b81b1e2a-933f-428c-8075-4930bea046c2,"DANA-FARBER CANCER INSTITUTE, INC.",
biotech,12186278,2025-01-07,Mesothelin chimeric antigen receptor (CAR) and antibody against PD-L1 inhibitor for combined use in anticancer therapy,0,A61K|A61P,260f24d3-0c57-4c33-93e8-e320866c74f8,2,President and Fellows of Harvard College,260f24d3-0c57-4c33-93e8-e320866c74f8,President and Fellows of Harvard College,
biotech,12186279,2025-01-07,Sustained release cowpea mosaic virus or virus-like particle therapeutic constructs for the treatment of cancer,0,A61K|A61P|B82Y|C12N,ac92de82-4501-45a7-8b88-f9da14854b78,2,CASE WESTERN RESERVE UNIVERSITY,ac92de82-4501-45a7-8b88-f9da14854b78,CASE WESTERN RESERVE UNIVERSITY,
biotech,12186280,2025-01-07,Pharmaceutical composition and method for treating seizure disorders,0,A61K|A61P,efb6a9b9-753b-4943-90e6-7716a2938c4d,3,Pike Therapeutics Inc.,efb6a9b9-753b-4943-90e6-7716a2938c4d,Pike Therapeutics Inc.,
biotech,12186281,2025-01-07,Oral solid cannabinoid oil composition for treating gastrointestinal disorders,0,A61K|A61P,84e1298b-2104-4e9b-9fc5-2a43f523b057,3,Societe des Produits Nestle S.A.,84e1298b-2104-4e9b-9fc5-2a43f523b057,Societe des Produits Nestle S.A.,
biotech,12186282,2025-01-07,Treatment of 22Q11.2 deletion syndrome with cannabidiol,0,A61K|A61P,f858330d-e26b-4f7f-9fd0-3a46f753a896,2,"Harmony Biosciences Management, Inc.",f858330d-e26b-4f7f-9fd0-3a46f753a896,"Harmony Biosciences Management, Inc.",
biotech,12186283,2025-01-07,Bismuth-thiol compositions and methods of use,0,A61K|A61P|Y02A,c99cf431-24e2-4930-b281-10e02aab3808,2,MICROBION CORPORATION,c99cf431-24e2-4930-b281-10e02aab3808,MICROBION CORPORATION,
biotech,12186284,2025-01-07,Antimicrobial formulations for the treatment of veterinary hoof infections,0,A61K|A61P,88155f55-ae3b-4fec-9cb3-30269e59e163,3,Provita Eurotech Ltd.,88155f55-ae3b-4fec-9cb3-30269e59e163,Provita Eurotech Ltd.,
biotech,12186285,2025-01-07,Compositions and methods of treatment for tinea pedis,0,A61K|A61P,681a71ac-1d39-4fa5-a68c-e35b35537e1a,2,Compass Therapeutics LLC,681a71ac-1d39-4fa5-a68c-e35b35537e1a,Compass Therapeutics LLC,
biotech,12186286,2025-01-07,Use of senicapoc for treatment of stroke,0,A61K|A61P,2b5f10fe-a29b-4c45-bee2-89525ba280cb,2,Paracelsus Neuroscience LLC,2b5f10fe-a29b-4c45-bee2-89525ba280cb,Paracelsus Neuroscience LLC,
biotech,12186287,2025-01-07,Lidocaine-containing patch,0,A61K,0cf2861e-1dfd-4ad0-8baf-d4b30c445dab,3,"HISAMITSU PHARMACEUTICAL CO., INC.",0cf2861e-1dfd-4ad0-8baf-d4b30c445dab,"HISAMITSU PHARMACEUTICAL CO., INC.",
biotech,12186288,2025-01-07,Double targeted constructs to affect tumor kill,0,A61K|A61P|C07B|C07C|C07F|G01N,3d13fbe5-5120-4a3d-9731-f772e4dff2cf,2,Cornell University,3d13fbe5-5120-4a3d-9731-f772e4dff2cf,Cornell University,
biotech,12186289,2025-01-07,Compositions for feeding a pregnant animal,0,A23K|A61K|Y02P,6efbc5ba-b42c-4932-8aa4-8f82433b8640,3,Nutreco IP Assets B.V.,6efbc5ba-b42c-4932-8aa4-8f82433b8640,Nutreco IP Assets B.V.,
biotech,12186292,2025-01-07,Benefits of supplementation with n-acetylcysteine and glycine to improve glutathione levels,0,A23K|A61K|A61P,a8967073-66be-4aa7-a6cd-c05e4401b401,2,Baylor College of Medicine,a8967073-66be-4aa7-a6cd-c05e4401b401,Baylor College of Medicine,
biotech,12186292,2025-01-07,Benefits of supplementation with n-acetylcysteine and glycine to improve glutathione levels,0,A23K|A61K|A61P,84e1298b-2104-4e9b-9fc5-2a43f523b057,3,Societe des Produits Nestle S.A.,84e1298b-2104-4e9b-9fc5-2a43f523b057,Societe des Produits Nestle S.A.,
biotech,12186293,2025-01-07,Therapeutic methods using decanoic acid and amino acids,0,A01N|A61K|A61L|A61P|Y02A,356e5a88-3327-498f-8795-166a1078d731,2,"Wintermute Biomedical, Inc.",356e5a88-3327-498f-8795-166a1078d731,"Wintermute Biomedical, Inc.",
biotech,12186294,2025-01-07,Modulators of prostate-specific g-protein receptor (PSGR/OR51E2) and methods of using same,0,A61K,b3987e55-9c3b-41d3-9c67-e2b0be084ad5,2,Duke University,b3987e55-9c3b-41d3-9c67-e2b0be084ad5,Duke University,
biotech,12186295,2025-01-07,Ophthalmic compositions containing a nitric oxide releasing prostamide,0,A61K|A61P,3c443d1e-48e2-485f-a577-634c1e760f1e,3,NICOX S.A.,3c443d1e-48e2-485f-a577-634c1e760f1e,NICOX S.A.,
biotech,12186296,2025-01-07,Modified release gamma-hydroxybutyrate formulations having improved pharmacokinetics,0,A61K,bdd0b666-5374-46b8-9155-6234d6a88c11,3,Flamel Ireland Limited,bdd0b666-5374-46b8-9155-6234d6a88c11,Flamel Ireland Limited,
biotech,12186297,2025-01-07,Compositions and methods for increasing lean-to-fat mass ratio,0,A61K|A61P,53ccff99-df73-4cc0-a8c6-c1d3094d956a,2,"AXCESS GLOBAL SCIENCES, LLC",53ccff99-df73-4cc0-a8c6-c1d3094d956a,"AXCESS GLOBAL SCIENCES, LLC",
biotech,12186298,2025-01-07,Modified release gamma-hydroxybutyrate formulations having improved pharmacokinetics,0,A61K|A61P,bdd0b666-5374-46b8-9155-6234d6a88c11,3,Flamel Ireland Limited,bdd0b666-5374-46b8-9155-6234d6a88c11,Flamel Ireland Limited,
biotech,12186299,2025-01-07,Compositions and methods for treating hypertension by modulating endocrine activity,0,A61K|A61P,34f66641-039c-40b2-9453-b85709bc227b,2,"Olfactive Biosolutions, LLC",34f66641-039c-40b2-9453-b85709bc227b,"Olfactive Biosolutions, LLC",
biotech,12186301,2025-01-07,Nitroxyl donors with improved therapeutic index,0,A61K|A61P|C07C|C07D,c2695fa1-e587-4e37-b9a2-e45b2fef5601,2,"Cardioxyl Pharmaceuticals, Inc.",c2695fa1-e587-4e37-b9a2-e45b2fef5601,"Cardioxyl Pharmaceuticals, Inc.",
biotech,12186302,2025-01-07,Dipeptidyl peptidase-IV inhibitor and food with function claims,0,A23L|A61K,efd2d42a-9faf-4c64-b194-5b0dc29cfa8e,3,TOYOTA JIDOSHA KABUSHIKI KAISHA,efd2d42a-9faf-4c64-b194-5b0dc29cfa8e,TOYOTA JIDOSHA KABUSHIKI KAISHA,
biotech,12186302,2025-01-07,Dipeptidyl peptidase-IV inhibitor and food with function claims,0,A23L|A61K,99a246c5-ca05-420a-b024-5ea9cdb7b191,3,"KYUSHU UNIVERSITY, NATIONAL UNIVERSITY CORPORATION",99a246c5-ca05-420a-b024-5ea9cdb7b191,"KYUSHU UNIVERSITY, NATIONAL UNIVERSITY CORPORATION",
biotech,12186303,2025-01-07,Feed additive for cattle comprising n-acetyl-l-tryptophan as active ingredient,0,A23K|A23V|A61K|A61P,07b5fce5-1026-4a14-b7bb-e1b7fd88c867,3,CJ CHEILJEDANG CORPORATION,07b5fce5-1026-4a14-b7bb-e1b7fd88c867,CJ CHEILJEDANG CORPORATION,
biotech,12186304,2025-01-07,Method for treating cancer by combination of IAP inhibitor and modulator of immune checkpoint molecule,0,A61K|A61P|C07D|C07K,b0cfd03d-f3f7-4b53-88c5-aa9361cd6b2b,3,"ASCENTAGE PHARMA (SUZHOU) CO., LTD.",b0cfd03d-f3f7-4b53-88c5-aa9361cd6b2b,"ASCENTAGE PHARMA (SUZHOU) CO., LTD.",
biotech,12186305,2025-01-07,Treatments with nirogacestat,0,A61K|A61P,977a42e7-9257-4be1-ac2c-9ef08f891f12,2,"SpringWorks Therapeutics, Inc.",977a42e7-9257-4be1-ac2c-9ef08f891f12,"SpringWorks Therapeutics, Inc.",
biotech,12186306,2025-01-07,Methods of treatment for cystic fibrosis,1,A61K|A61P,eda06c5b-cd17-4da9-8fcf-bbfaec96c47f,2,Vertex Pharmaceuticals Incorporated,eda06c5b-cd17-4da9-8fcf-bbfaec96c47f,Vertex Pharmaceuticals Incorporated,
biotech,12186307,2025-01-07,Methods of treating epilepsy,0,A61K|A61P|G01N,50b4ac4c-9137-4e7c-97fc-33d74897fdb2,2,Yale University,50b4ac4c-9137-4e7c-97fc-33d74897fdb2,Yale University,
biotech,12186308,2025-01-07,Non-aqueous liquid nimodipine compositions,1,A61K|A61P,e412b50e-d9de-41e4-8f1f-08f0072be31c,2,"AZURITY PHARMACEUTICALS, INC.",e412b50e-d9de-41e4-8f1f-08f0072be31c,"AZURITY PHARMACEUTICALS, INC.",
biotech,12186309,2025-01-07,RNA virus inhibitor compounds and uses thereof,0,A61K|A61P,9d1e9131-354e-49ea-9380-59cc8c805973,3,The Governors of the University of Alberta,9d1e9131-354e-49ea-9380-59cc8c805973,The Governors of the University of Alberta,
biotech,12186310,2025-01-07,Antibody-drug conjugate,0,A61K|A61P|C07D|C07K|Y02P,ec0696fd-9fa7-43f5-8c6c-5b8bd2a28a60,3,"DAIICHI SANKYO COMPANY, LIMITED",ec0696fd-9fa7-43f5-8c6c-5b8bd2a28a60,"DAIICHI SANKYO COMPANY, LIMITED",
biotech,12186311,2025-01-07,Antiproliferative compounds and second active agents for combined use,0,A61K|A61P,14c2971d-fada-41f3-a3bf-634fbcffe89a,2,CELGENE CORPORATION,14c2971d-fada-41f3-a3bf-634fbcffe89a,CELGENE CORPORATION,
biotech,12186312,2025-01-07,Sleep improving agent,0,A61K|A61P,ce638439-078d-4e9c-9a36-3603a20d9bfa,3,"OTSUKA PHARMACEUTICAL CO., LTD.",ce638439-078d-4e9c-9a36-3603a20d9bfa,"OTSUKA PHARMACEUTICAL CO., LTD.",
biotech,12186312,2025-01-07,Sleep improving agent,0,A61K|A61P,3b2d4956-5c64-46d1-8242-8b6c931391c7,3,"AMINO UP CO., LTD.",3b2d4956-5c64-46d1-8242-8b6c931391c7,"AMINO UP CO., LTD.",
biotech,12186313,2025-01-07,Pyridazinone compounds and their use as DAAO inhibitors,0,A61K|A61P|C07D|C07F,778a050f-b92b-4c4c-aeff-0ca4935ec952,3,Takeda Pharmaceutical Company Limited,778a050f-b92b-4c4c-aeff-0ca4935ec952,Takeda Pharmaceutical Company Limited,
biotech,12186314,2025-01-07,"Compositions and methods for treatment, amelioration, and prevention of anesthesia-induced hypothermia",0,A61K|A61M|A61P,416a9389-2a52-4d3c-a3ef-31403bc5e04f,2,DIGNITY HEALTH,416a9389-2a52-4d3c-a3ef-31403bc5e04f,DIGNITY HEALTH,
biotech,12186314,2025-01-07,"Compositions and methods for treatment, amelioration, and prevention of anesthesia-induced hypothermia",0,A61K|A61M|A61P,6086b106-fb21-42f3-8f96-00470976ed4d,2,Arizona Board of Regents on Behalf of the University of Arizona,6086b106-fb21-42f3-8f96-00470976ed4d,Arizona Board of Regents on Behalf of the University of Arizona,
biotech,12186315,2025-01-07,Cholesteryl ester transfer protein (CETP) inhibitor and pharmaceutical compositions comprising said inhibitor for use in the treatment or prevention of cardiovascular diseases,0,A61K|A61P,93c3ce11-0d5d-4b0c-b9b9-fe3c2f8ac106,3,NewAmsterdam Pharma B.V.,93c3ce11-0d5d-4b0c-b9b9-fe3c2f8ac106,NewAmsterdam Pharma B.V.,
biotech,12186316,2025-01-07,Pharmaceutical compositions,0,A61K|A61P,3e9b684d-69d7-4916-bc12-8afbf39661f9,3,"SHENZHEN PHARMACIN CO., LTD.",3e9b684d-69d7-4916-bc12-8afbf39661f9,"SHENZHEN PHARMACIN CO., LTD.",
biotech,12186317,2025-01-07,Inhibitors of alpha-amino-beta-carboxymuconic acid semialdehyde decarboxylase,0,A61K|A61P|C07D,a1e25ff7-1eb0-4a55-89ba-78e5752ef7d4,3,TES PHARMA S.R.L.,a1e25ff7-1eb0-4a55-89ba-78e5752ef7d4,TES PHARMA S.R.L.,
biotech,12186318,2025-01-07,Pharmaceutical composition for preventing or treating cancer comprising KSP inhibitor and mitosis inhibitor,0,A61K|C12N,47f858d6-7e6a-4e3f-a795-2b32cb38512c,3,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,47f858d6-7e6a-4e3f-a795-2b32cb38512c,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,
biotech,12186319,2025-01-07,"Crosslinked polymer nanoparticles for targeted cellular uptake and therapeutics, and compositions and methods thereof",0,A61K|C08B|C08L,4c0a43f9-efe4-45d6-9d4e-bd7056bfcf2b,2,University of Massachusetts,4c0a43f9-efe4-45d6-9d4e-bd7056bfcf2b,University of Massachusetts,
biotech,12186320,2025-01-07,"Therapeutic agent containing pyrazolo[3,4-d]pyrimidine compound as active ingredient",0,A61K|A61P|C07K,17c351e0-9e69-48dc-98d2-6a7457bbe6a3,3,"Taiho Pharmaceutical Co., Ltd.",17c351e0-9e69-48dc-98d2-6a7457bbe6a3,"Taiho Pharmaceutical Co., Ltd.",
biotech,12186321,2025-01-07,Liquid oral formulations for sildenafil,0,A61K,8f198bcd-5775-4911-98cc-0dcb937f1347,3,Liqmeds Worldwide Limited,8f198bcd-5775-4911-98cc-0dcb937f1347,Liqmeds Worldwide Limited,
biotech,12186322,2025-01-07,Liquid oral formulations for tadalafil,0,A61K,8f198bcd-5775-4911-98cc-0dcb937f1347,3,Liqmeds Worldwide Limited,8f198bcd-5775-4911-98cc-0dcb937f1347,Liqmeds Worldwide Limited,
biotech,12186323,2025-01-07,Combination drugs of hypoxanthine and human immunoglobulin,0,A61K|A61P|C07K|Y02A,eaac0c0a-38c5-45a0-bfd2-64d510fd8273,3,INSTITUTE OF RADIATION MEDICINE CHINESE ACADEMY OF MEDICAL SCIENCES,eaac0c0a-38c5-45a0-bfd2-64d510fd8273,INSTITUTE OF RADIATION MEDICINE CHINESE ACADEMY OF MEDICAL SCIENCES,
biotech,12186323,2025-01-07,Combination drugs of hypoxanthine and human immunoglobulin,0,A61K|A61P|C07K|Y02A,5cb587dd-6096-477c-9f14-df703b06fcaf,3,"Institute of Blood Transfusion, Chinese Academy of Medical Sciences",5cb587dd-6096-477c-9f14-df703b06fcaf,"Institute of Blood Transfusion, Chinese Academy of Medical Sciences",
biotech,12186323,2025-01-07,Combination drugs of hypoxanthine and human immunoglobulin,0,A61K|A61P|C07K|Y02A,4d8d8c92-f5ca-4ad0-8e56-5e0cd6ee5579,3,"Shanghai RAAS Blood Products Co., Ltd.",4d8d8c92-f5ca-4ad0-8e56-5e0cd6ee5579,"Shanghai RAAS Blood Products Co., Ltd.",
biotech,12186324,2025-01-07,Imidazopiperazine inhibitors of transcription activating proteins,0,A61K|C07D,ab608f1d-8ddc-4b8b-8ba5-c28c38dc7b91,2,The Board of Regents of the University of Texas System,ab608f1d-8ddc-4b8b-8ba5-c28c38dc7b91,The Board of Regents of the University of Texas System,
biotech,12186325,2025-01-07,Treatment and prevention of premature ejaculation (PE),0,A61K|A61P,28eb4f71-f7b8-46f2-9281-585729558b6f,3,SEROJAC PME HANDELS GMBH,28eb4f71-f7b8-46f2-9281-585729558b6f,SEROJAC PME HANDELS GMBH,
biotech,12186326,2025-01-07,Testosterone and estradiol transdermal spray,0,A61K|A61P,f182aa19-9240-4543-83dc-761f8b9e684b,2,CELISTA PHARMACEUTICALS LLC,f182aa19-9240-4543-83dc-761f8b9e684b,CELISTA PHARMACEUTICALS LLC,
biotech,12186328,2025-01-07,Use of CSA compounds to stimulate stem cells and hair growth,0,A61K|A61P|A61Q,7d08b6f5-8882-455c-8698-376afc991404,2,BRIGHAM YOUNG UNIVERSITY,7d08b6f5-8882-455c-8698-376afc991404,BRIGHAM YOUNG UNIVERSITY,
biotech,12186329,2025-01-07,Compositions and methods related to cholic acid 7-sulfate as a treatment for diabetes,0,A61K|A61P,260f24d3-0c57-4c33-93e8-e320866c74f8,2,President and Fellows of Harvard College,260f24d3-0c57-4c33-93e8-e320866c74f8,President and Fellows of Harvard College,
biotech,12186329,2025-01-07,Compositions and methods related to cholic acid 7-sulfate as a treatment for diabetes,0,A61K|A61P,09e4503f-c481-4450-a440-c64ddc284c8d,2,"The Brigham and Women's Hospital, Inc.",09e4503f-c481-4450-a440-c64ddc284c8d,"The Brigham and Women's Hospital, Inc.",
biotech,12186330,2025-01-07,Compositions for improving cell viability and methods of use thereof,0,A61K|A61P,c35547de-c60f-4df2-91a9-32647f0a6fe4,2,"Amylyx Pharmaceuticals, Inc.",c35547de-c60f-4df2-91a9-32647f0a6fe4,"Amylyx Pharmaceuticals, Inc.",
biotech,12186331,2025-01-07,Compositions comprising at least one n-acetylated and at least one fucosylated oligosaccharide for use in the promotion of digestive capacity in infants and young children,0,A23L|A23V|A61K,84e1298b-2104-4e9b-9fc5-2a43f523b057,3,Societe des Produits Nestle S.A.,84e1298b-2104-4e9b-9fc5-2a43f523b057,Societe des Produits Nestle S.A.,
biotech,12186332,2025-01-07,Methods for overcoming WNT/beta-catenin anti-cancer resistance in leukemia stem cells,0,A61K|A61P|C07K,ac9bdd39-52fd-4506-b2e1-2a39b06d7864,2,University of Kansas,ac9bdd39-52fd-4506-b2e1-2a39b06d7864,University of Kansas,
biotech,12186332,2025-01-07,Methods for overcoming WNT/beta-catenin anti-cancer resistance in leukemia stem cells,0,A61K|A61P|C07K,9f7a47db-ba78-41c0-87ef-d336de488fcd,2,STOWERS INSTITUTE FOR MEDICAL RESEARCH,9f7a47db-ba78-41c0-87ef-d336de488fcd,STOWERS INSTITUTE FOR MEDICAL RESEARCH,
